"현대차, 승용 점유율 30%선 무너지나",http://www.bobaedream.co.kr/view?code=nnews&No=163457,"
 현대자동차가 올 3월 국내 승용 시장에 4만4,629대를 내보내며 점유율이 30.1%에 그쳤다. 내달엔 마지노선으로 파악되는 30%선 마저 붕괴될 우려가 관측된다.   
 7일 한국자동차산업협회와 한국수입차협회 통계자료에 따르면 2016년 3월 국내 판매된 승용차(상용차 제외)는 총 14만8,287대다. 현대차가 4만4,629대로 가장 많지만 기아차가 4만4,611대로 바짝 따라붙었다. 각각 점유율도 30.1%로 동일하다. 이어 수입차가 2만4,094대를 등록해 16.2%를 차지했다. 한국지엠이 1만5,549대로 10.6%, 르노삼성이 1만235대로 6.9%, 쌍용차가 9,069대로 6.1%를 획득했다. 
 

  지난 5년 전과 비교해 현대차는 7.5%P, 기아차는 2.7%P 점유율이 줄었지만 나머지는 모두 증가했다. 수입차의 경우 2011년 3월보다 두 배 정도 점유율이 높아졌고, 한국지엠은 1.5%P, 르노삼성은 4.6%P, 쌍용차는 2.3%P 각각 상승했다. 
 다만 기아차는 현대차와의 간극을 좁히며 입지를 강화하고 있다. 3월에는 단 18대 차이로 따라잡았다. 경차 모닝과 미니밴 카니발 등을 통해 현대차의 틈새 시장을 정확히 파고든 까닭이다. 올 들어 기아차는 전년대비 10%가 넘는 성장률을 기록, 한 자리 수 성장에 불과한 현대차를 뛰어넘는 것은 시간 문제라는 게 업계 판단이다. 
 발등에 불이 떨어진 현대차는 긴급 방어태세에 나섰다. 영업일선에 공문을 보내 시장점유율 35%선을 막아야 한다고 호소한 것. 특히 르노삼성의 SM6와 쉐보레 스파크 및 임팔라 등을 견제했다. 1분기 공격적으로 투입한 수입 신차와 할인 차종에 대해서도 주의를 요망했다. 
 물론 하반기 신형 그랜저의 출시가 남아있는 만큼 반등의 여지가 남아있다는 게 업계 시각이다. 업계 관계자는 ""2010년 3월에는 10대 중 4대가 현대차였는데 최근엔 3대로 줄었다""며 ""영업일선에 실적을 촉구하는 등 다급해진 분위기가 역력하다""고 말했다. 특히 ""하반기 대형 신차인 그랜저가 출시되기 전까지 어떻게 버틸 것인지가 관건""이라며 ""상반기에만 잘 버텨준다면 뒷심 발휘는 어렵지 않을 것으로 본다""고 전했다.     
 
오아름 기자 or@autotimes.co.kr 
출처-오토타임즈
 
 
 
<본 기사의 저작권은 오토타임즈에 있으며, 무단 전재 및 재배포를 금합니다>
 
                  "
[칼럼] 예견된 SM6의 쏘나타 뛰어넘기,http://www.bobaedream.co.kr/view?code=nnews&No=163340,"
 르노삼성차가 환호성이다. 지난달 SM6 판매가 6,715대로 쏘나타의 6,443대를 넘어선 성적표를 받았기 때문이다. 물론 3월 단일 차종 판매는 쏘나타가 7,063대로 많지만 YF택시 판매 610대를 제외하면 실질적으로 쏘나타의 아성을 무너뜨렸다는 게 르노삼성의 설명이다. 국산 중형차의 지존으로 불리던 쏘나타를 SM6가 허물었다는 점에서 르노삼성으로선 제품 전략에 탄력이 붙은 셈이다. 
 

  그런데 SM6의 쏘나타 장벽 뛰어넘기는 사실 예견된 측면이 강하다. 현대차 쏘나타의 경우 LPG 판매 의존도가 절대적이기 때문이다. 지난해 국내에서 판매된 쏘나타 가운데 LPG는 47.9%로 비중이 거의 절반에 달한다. 반면 주력인 2.0ℓ 가솔린은 32.7%에 그쳤다. 물론 절대 판매대수는 쏘나타 2.0ℓ 가솔린이 3만5,479대로 SM5 2.0ℓ 가솔린의 9,989대보다 월등히 많지만 줄어드는 국내 중형 세단 시장에서 쏘나타의 LPG 증가는 곧 주력 가솔린 엔진의 하락으로 이어질 수밖에 없었던 셈이다. 이런 상황에서 르노삼성이 신차로 SM6 2.0 ℓ 가솔린을 내놨으니 쏘나타 아성이 흔들리지 않으면 오히려 이상해 보였을 것이란 얘기다. 
 
 하지만 무엇보다 SM6의 선전은 시장 예측의 정확성에 힘입은 바가 크다. 국내 중형 시장은 지난 2010년 31만대를 정점으로 해마다 줄어 2014년에는 20만대로 축소됐다. 다양한 SUV와 수입차 등으로 수요가 옮겨가면서 효자 지위를 점차 잃어가는 상황이다. 이를 타개하기 위해 디젤과 하이브리드, 가솔린 터보 등 다양한 엔진을 탑재했지만 SUV 등으로 한번 꺾인 흐름을 바꾸기는 좀처럼 쉽지 않다. 따라서 르노삼성으로선 줄어드는 시장에서 경쟁 점유율을 빼앗기 위해 제품 차별화가 필요했고, 전략으로 ‘한 단계 고급화 된 중형차’로 설정했다. 그리고 결과물이 바로 SM6다. 시장은 줄고 경쟁은 치열해지는 시장에서 생존할 방법으로 기존 중형보다 고급화 된, 그러면서도 준대형을 넘지 않는 제품 전략이 호응을 얻은 셈이다. SM6에 '보다 고급'이라는 옷이 입혀진 배경이다. 
 
  이 같은 제품 전략의 심도 있는 고민은 지난해 말 르노삼성의 최고 경영층을 만났을 때 충분히 확인했다. 한 고위 관계자는 시장의 세밀한 분석으로 '중형 위의 중형'이란 틈새가 있음을 파악했다고 전했다. 그리고 제품에 자신감이 있는 만큼 더 이상 쏘나타를 쫓는 '패스트 팔로워(fast follower)'가 되지 않겠다는 의지도 내비쳤다. '고급 중형'으로 시장을 선도하겠다는 '퍼스트 무버(First Mover)'로 방향 전환을 했다는 뜻이다. 
 
 그런데 SM6의 판매를 논하기 전에 재미나는 사실이 하나 있다. 르노삼성이 중형 디젤에선 이미 현대차 쏘나타를 넘었다는 점이다. 지난해 현대차 LF쏘나타 1.7ℓ 디젤의 연간 판매는 5,024대였던 반면 SM5 1.5ℓ 디젤은 6,259대가 판매됐다(한국자동차산업협회 통계월보 기준). 기아차 K5 1.7ℓ 디젤 또한 5,504대에 머물렀으니 중형 디젤에선 SM5가 이미 쏘나타를 뒤로 밀어낸 셈이다. 르노삼성이 공공연하게 쏘나타를 잡을 수 있다는 자신감이 붙었던 것도 디젤의 선전이 한 몫 했음은 부인할 수 없을 것 같다. 
 
 결론적으로 국내 중형 시장은 이제 새로운 국면으로 전환되고 있다. 이미 과거 개념에서 탈피한 제품 경쟁이 펼쳐지고 있다. 얼마 전 현대차 내부에서 쏘나타 판매 회복을 위한 대책 회의가 열렸다고 한다. 국산 중형의 퍼스트 무버(선도자)였던 쏘나타가 자칫 SM6의 패스트 팔로워(빠른 추격자)가 될 지도 모를 일이다. '영원한 1등은 없다'는 격언이 새삼 떠오르는 순간이다.  
 
 
권용주 기자 soo4195@autotimes.co.kr 출처-오토타임즈
 
 
 
<본 기사의 저작권은 오토타임즈에 있으며, 무단 전재 및 재배포를 금합니다>
                  "
"제네시스, 미국서 BMW 5시리즈 제쳤다",http://www.bobaedream.co.kr/view?code=nnews&No=163377,"

 
 현대자동차의 고급 세단 제네시스의 판매가 미국 시장에서 급증했다. 판매량으로 BMW 5시리즈를 제쳤다. 지난해 고급차 브랜드 제네시스의 출범 이후 이름값 효과를 보고 있는 것으로 분석된다.
 
 5일 자동차업계에 따르면 제네시스는 지난 3월 한 달간 미국 시장에서 전년 대비 32.4% 늘어난 3197대가 판매됐다. 
월 평균 2000여대 수준에 머물렀던 제네시스의 미국 판매는 2012년 7월 3103대를 기록한 이후 약 4년 만에 다시 3000대 고지를 밟았다.
 
 제네시스의 판매 급증으로 미국 중형 고급차 시장의 선두 다툼이 치열해졌다. 제네시스는 2월에 이어 3월에도 미국 중형 고급차 시장에서 차급 2위에 올랐다. 
 
 지난 2월 벤츠 E클래스를 제치고 처음으로 차급 2위에 오르며 업계를 놀라게 한 제네시스는 3월에는 3157대가 판매된 BMW 5시리즈를 근소한 차이로 제치고 2위 자리를 유지했다. 3월 한 달 간 1위는 E클래스가 차지했다.
 
 미국 중형 고급차 시장은 벤츠 BMW에 최근 급부상한 제네시스까지 3강 체제를 구축했다. 제네시스는 특히 올해 들어 1월 1559대, 2월 2532대, 3월 3197대로 판매 상승곡선을 그리고 있어서 조만간 차급 1위에 오를 가능성도 점쳐지고 있다. 
 
 업계에서는 제네시스의 급부상 이유를 ""럭셔리 브랜드 효과""라 분석한다. 지금까지 제네시스에 대해 '성능 좋고 경쟁력 있는 차'라고만 생각해 왔던 미국 소비자들이 제네시스 브랜드 론칭 이후 '고급차'로 받아들이기 시작했다는 설명이다. 
 
 현대차 관계자는 ""고급차 이미지가 더해지면서 제네시스가 미국 시장에서 유럽 프리미엄 모델들과 당당히 경쟁하고 있다""며 ""하반기 EQ900(해외명 G90)이 미국 시장에 투입되고 제네시스의 차명도 G80으로 변경되면 제네시스 돌풍은 더 확대될 것""이라고 말했다. 
 
 
안혜원 기자 anhw@hankyung.com 출처-한국경제
 
 
 
<본 기사의 저작권은 한국경제에 있으며, 무단 전재 및 재배포를 금합니다>
                  "
"인피니티코리아, Q30 6월 출격···프리미엄 '톱4' 노린다",http://www.bobaedream.co.kr/view?code=nnews&No=163456,"
 인피니티코리아가 국내 프리미엄 수입차 '톱4'를 목표로 공격적인 활동을 이어갈 것이라고 밝혔다.
 
 이창환 인피니티코리아 대표는 6일 서울 동대문디자인프라자에서 개최한 '2016 인피니티 디자인 나이트' 행사에서 ""인피니티가 향후 10년 이내 한국 시장에서 독일 프리미엄 3사를 위협하는 가장 강력한 도전자가 될 것""이라며 ""한국 자동차시장에서 '톱4' 프리미엄 브랜드로 성장해 나가기 위해 공격적인 활동을 펼치겠다""고 말했다.
 

 이 대표가 공언한 핵심 전략은 세 가지다. 우선 판매· 및 서비스망을 공격적으로 확충한다. 최근 급격히 성장한 판매대수에 힘입어 연 30%씩 판매거점을 확대하겠다는 것. 구체적인 지역을 거론하기엔 이른 감이 있지만 수도권은 물론 전국적으로 매년 전시장과 서비스센터를 추가 확보하겠다는 계획이다.
 
 이 대표는 ""유로6 엔진의 Q50을 지난해 11월 출시한 이후 12월부터 올해 2월까지 3개월 연속 프리미엄 수입차 브랜드 중 성장률 1위를 기록했다""며 ""당장 어떤 지역에 몇 개의 전시장을 열겠다고 말하기엔 시기상조이지만 회사가 보유한 정교한 분석틀과 원칙에 따라 소비자 접점을 확대해 나갈 것""이라고 설명했다.
 
 인피니티는 글로벌 신차도 적극 국내 시장에 도입한다. 연초 출시한 신형 SUV QX50에 이어 6월 부산모터쇼를 통해 Q30를 선보인다. Q30는 브랜드 최초로 개발한 컴팩트 크로스오버로 젊은 소비층을 겨냥했다. 지난해 9월 독일 프랑크푸르트 모터쇼에 공개한 신차로 감각적인 디자인, 고급스런 실내, 1.6ℓ 가솔린과 2.0ℓ 터보 가솔린 및 1.5~2.2ℓ 디젤 엔진 등 다양한 파워트레인이 강점이다. 국내에 도입할 세부 트림 및 파워트레인 등은 조율중이다. 
 

 하반기엔 Q60을 선보인다. 올해 1월 북미오토쇼에 발표한 스포츠 쿠페다. 매끈한 실루엣은 쿠페의 역동성을 표현하는 한편 공기저항계수가 0.28cd에 불과할 정도로 공기역학성능이 뛰어나다. 실내는 수작업으로 마감한 고급 가죽과 탄소섬유 소재를 적용했다. 동력계는 V6 3.0ℓ와 2.0ℓ 가솔린 엔진에 7단 자동변속기를 조합한다. 성능은 최고 208~400마력, 최대 35.7~48.4㎏·m다. 
 

 마지막으로 이 대표가 강조한 건 판매차종의 다양화다. SUV와 세단의 균형잡힌 라인업을 갖추고, 가솔린과 디젤 및 하이브리드 등 각 동력계별로 균형잡힌 판매를 지향한다. 지난해 디젤 세단 Q50이 판매성장을 주도했다면 올해부터 다양한 차종을 통해 지속 가능한 성장을 이끌어내겠다는 게 이 대표 복안이다.
 
 이 대표는 ""Q50 디젤에 이어 하이브리드를 출시하면서 인피니티의 국내 하이브리드카 판매가 12배 이상 성장했고, SUV 차종을 지속적으로 확대한 결과 SUV 판매도 2배 가까이 늘었다""며 ""특정 제품에 의지하는 게 아니라 전 세그먼트에 걸친 균형잡힌 성장을 이어갈 것""이라고 강조했다.
 
 한편, 이 대표는 한국시장에 대한 인피니티 본사의 적극적인 지원이 이뤄질 것이라고 전했다. 그는 ""한국은 올해 1분기에만 65%의 신장세를 기록하는 등 그룹 전체에서도 가장 가파르게 성장하는 시장으로 주목 받고 있다""며 ""매월 1회 이상 아시아 총괄지사가 자리한 홍콩으로 출장갈 정도로 바쁜 일정을 소화하고 있지만 그 만큼 본사의 협조를 이끌어낼 수 있는 여지가 많은 만큼 국내 시장에 신차를 좋은 가격에 신속히 소개하도록 최선을 다하겠다""고 밝혔다.
 
 
안효문 기자 yomun@autotimes.co.kr 출처-오토타임즈
 
 
 
<본 기사의 저작권은 오토타임즈에 있으며, 무단 전재 및 재배포를 금합니다>
                  "
"한국지엠, 쉐보레 임팔라 국내 생산 안한다",http://www.bobaedream.co.kr/view?code=nnews&No=163415,"
 한국지엠은 쉐보레 대형 세단 임팔라를 현재와 같이 수입 판매하기로 최종 결정했다고 5일 밝혔다.
 
 한국지엠에 따르면 이번 결정은 임팔라의 국내 생산에 대한 종합적인 검토를 통해 이뤄졌다. 수입 세단의 가치를 원하는 소비자의 기대에 부응하고, 정부의 단계별 탄소규제에 탄력적으로 대응하기 위한 제품 포트폴리오 측면을 고려했다는 것.
 
 임팔라는 쉐보레 브랜드의 플래그십 제품으로, 국내 출시 6개월 만에 1만 대 이상 판매했다. 북미에서 검증한 주행, 안전성, 편의성 외에 한-미 FTA를 기반으로 한 가격경쟁력을 갖췄다는 평가를 받고 있다. 또 수입 세단이지만 보험개발원 평가를 거쳐 상대적으로 낮은 보험료 등급으로 책정됐다고 회사측은 강조했다.
 

 
안효문 기자 yomun@autotimes.co.kr 
출처-오토타임즈
 
 
 
<본 기사의 저작권은 오토타임즈에 있으며, 무단 전재 및 재배포를 금합니다>
                  "
"현대차, 승용 점유율 30%선 무너지나",http://www.bobaedream.co.kr/view?code=nnews&No=163457&bm=1,"
 현대자동차가 올 3월 국내 승용 시장에 4만4,629대를 내보내며 점유율이 30.1%에 그쳤다. 내달엔 마지노선으로 파악되는 30%선 마저 붕괴될 우려가 관측된다.   
 7일 한국자동차산업협회와 한국수입차협회 통계자료에 따르면 2016년 3월 국내 판매된 승용차(상용차 제외)는 총 14만8,287대다. 현대차가 4만4,629대로 가장 많지만 기아차가 4만4,611대로 바짝 따라붙었다. 각각 점유율도 30.1%로 동일하다. 이어 수입차가 2만4,094대를 등록해 16.2%를 차지했다. 한국지엠이 1만5,549대로 10.6%, 르노삼성이 1만235대로 6.9%, 쌍용차가 9,069대로 6.1%를 획득했다. 
 

  지난 5년 전과 비교해 현대차는 7.5%P, 기아차는 2.7%P 점유율이 줄었지만 나머지는 모두 증가했다. 수입차의 경우 2011년 3월보다 두 배 정도 점유율이 높아졌고, 한국지엠은 1.5%P, 르노삼성은 4.6%P, 쌍용차는 2.3%P 각각 상승했다. 
 다만 기아차는 현대차와의 간극을 좁히며 입지를 강화하고 있다. 3월에는 단 18대 차이로 따라잡았다. 경차 모닝과 미니밴 카니발 등을 통해 현대차의 틈새 시장을 정확히 파고든 까닭이다. 올 들어 기아차는 전년대비 10%가 넘는 성장률을 기록, 한 자리 수 성장에 불과한 현대차를 뛰어넘는 것은 시간 문제라는 게 업계 판단이다. 
 발등에 불이 떨어진 현대차는 긴급 방어태세에 나섰다. 영업일선에 공문을 보내 시장점유율 35%선을 막아야 한다고 호소한 것. 특히 르노삼성의 SM6와 쉐보레 스파크 및 임팔라 등을 견제했다. 1분기 공격적으로 투입한 수입 신차와 할인 차종에 대해서도 주의를 요망했다. 
 물론 하반기 신형 그랜저의 출시가 남아있는 만큼 반등의 여지가 남아있다는 게 업계 시각이다. 업계 관계자는 ""2010년 3월에는 10대 중 4대가 현대차였는데 최근엔 3대로 줄었다""며 ""영업일선에 실적을 촉구하는 등 다급해진 분위기가 역력하다""고 말했다. 특히 ""하반기 대형 신차인 그랜저가 출시되기 전까지 어떻게 버틸 것인지가 관건""이라며 ""상반기에만 잘 버텨준다면 뒷심 발휘는 어렵지 않을 것으로 본다""고 전했다.     
 
오아름 기자 or@autotimes.co.kr 
출처-오토타임즈
 
 
 
<본 기사의 저작권은 오토타임즈에 있으며, 무단 전재 및 재배포를 금합니다>
 
                  "
"인피니티코리아, Q30 6월 출격···프리미엄 '톱4' 노린다",http://www.bobaedream.co.kr/view?code=nnews&No=163456&bm=1,"
 인피니티코리아가 국내 프리미엄 수입차 '톱4'를 목표로 공격적인 활동을 이어갈 것이라고 밝혔다.
 
 이창환 인피니티코리아 대표는 6일 서울 동대문디자인프라자에서 개최한 '2016 인피니티 디자인 나이트' 행사에서 ""인피니티가 향후 10년 이내 한국 시장에서 독일 프리미엄 3사를 위협하는 가장 강력한 도전자가 될 것""이라며 ""한국 자동차시장에서 '톱4' 프리미엄 브랜드로 성장해 나가기 위해 공격적인 활동을 펼치겠다""고 말했다.
 

 이 대표가 공언한 핵심 전략은 세 가지다. 우선 판매· 및 서비스망을 공격적으로 확충한다. 최근 급격히 성장한 판매대수에 힘입어 연 30%씩 판매거점을 확대하겠다는 것. 구체적인 지역을 거론하기엔 이른 감이 있지만 수도권은 물론 전국적으로 매년 전시장과 서비스센터를 추가 확보하겠다는 계획이다.
 
 이 대표는 ""유로6 엔진의 Q50을 지난해 11월 출시한 이후 12월부터 올해 2월까지 3개월 연속 프리미엄 수입차 브랜드 중 성장률 1위를 기록했다""며 ""당장 어떤 지역에 몇 개의 전시장을 열겠다고 말하기엔 시기상조이지만 회사가 보유한 정교한 분석틀과 원칙에 따라 소비자 접점을 확대해 나갈 것""이라고 설명했다.
 
 인피니티는 글로벌 신차도 적극 국내 시장에 도입한다. 연초 출시한 신형 SUV QX50에 이어 6월 부산모터쇼를 통해 Q30를 선보인다. Q30는 브랜드 최초로 개발한 컴팩트 크로스오버로 젊은 소비층을 겨냥했다. 지난해 9월 독일 프랑크푸르트 모터쇼에 공개한 신차로 감각적인 디자인, 고급스런 실내, 1.6ℓ 가솔린과 2.0ℓ 터보 가솔린 및 1.5~2.2ℓ 디젤 엔진 등 다양한 파워트레인이 강점이다. 국내에 도입할 세부 트림 및 파워트레인 등은 조율중이다. 
 

 하반기엔 Q60을 선보인다. 올해 1월 북미오토쇼에 발표한 스포츠 쿠페다. 매끈한 실루엣은 쿠페의 역동성을 표현하는 한편 공기저항계수가 0.28cd에 불과할 정도로 공기역학성능이 뛰어나다. 실내는 수작업으로 마감한 고급 가죽과 탄소섬유 소재를 적용했다. 동력계는 V6 3.0ℓ와 2.0ℓ 가솔린 엔진에 7단 자동변속기를 조합한다. 성능은 최고 208~400마력, 최대 35.7~48.4㎏·m다. 
 

 마지막으로 이 대표가 강조한 건 판매차종의 다양화다. SUV와 세단의 균형잡힌 라인업을 갖추고, 가솔린과 디젤 및 하이브리드 등 각 동력계별로 균형잡힌 판매를 지향한다. 지난해 디젤 세단 Q50이 판매성장을 주도했다면 올해부터 다양한 차종을 통해 지속 가능한 성장을 이끌어내겠다는 게 이 대표 복안이다.
 
 이 대표는 ""Q50 디젤에 이어 하이브리드를 출시하면서 인피니티의 국내 하이브리드카 판매가 12배 이상 성장했고, SUV 차종을 지속적으로 확대한 결과 SUV 판매도 2배 가까이 늘었다""며 ""특정 제품에 의지하는 게 아니라 전 세그먼트에 걸친 균형잡힌 성장을 이어갈 것""이라고 강조했다.
 
 한편, 이 대표는 한국시장에 대한 인피니티 본사의 적극적인 지원이 이뤄질 것이라고 전했다. 그는 ""한국은 올해 1분기에만 65%의 신장세를 기록하는 등 그룹 전체에서도 가장 가파르게 성장하는 시장으로 주목 받고 있다""며 ""매월 1회 이상 아시아 총괄지사가 자리한 홍콩으로 출장갈 정도로 바쁜 일정을 소화하고 있지만 그 만큼 본사의 협조를 이끌어낼 수 있는 여지가 많은 만큼 국내 시장에 신차를 좋은 가격에 신속히 소개하도록 최선을 다하겠다""고 밝혔다.
 
 
안효문 기자 yomun@autotimes.co.kr 출처-오토타임즈
 
 
 
<본 기사의 저작권은 오토타임즈에 있으며, 무단 전재 및 재배포를 금합니다>
                  "
"스마트코리아, 4인승 포포 출시",http://www.bobaedream.co.kr/view?code=nnews&No=163455&bm=1,"
 스마트코리아가 4인승 스마트 포포를 국내 출시한다고 6일 밝혔다.
 스마트코리아에 따르면 스마트 포포는 2006년 단종된 1세대 이후 9년만에 부활한 4인승 차종이다. 3세대 포투의 디자인 개성과 경제성을 유지하고, 편의성과 안전성을 대폭 향상한 것이 특징이다. 국내에는 패션(Passion), 에디션(Edition), 프라임(Prime) 총 3가지로 출시된다. 
 
 신형은 브라부스 패키지와 소프트탑 폴딩 루프, 스포츠 패키지, LED&센서 패키지, 세미 버킷 시트 등으로 시티카의 개성을 강조했다. 여기에 차선 이탈 방지, 전방 충돌 경고, 측풍 보조 등 안전 기술을 탑재했다. 
 
 동력계는 르노와 공동개발한 3기통 999㏄ H4D MHD(Micro Hybrid Drive) 엔진과 자동 6단 듀얼클러치를 조합했다. 이를 통해 최고 71마력, 최대 9.3㎏·m의 성능을 발휘하며, 복합효율은 23.8㎞/ℓ에 이른다. 
 가격은 패션 2,990만원, 에디션 3,140만원, 프라임 3,190만원이다.   스마트코리아 김형준 대표는 ""기존 스마트 오너를 위한 다양한 재구매 혜택을 제공하고, 유럽에서 큰 호응을 얻고 있는 신형 카브리오를 추가해 기대에 부응하겠다""고 전했다. 
 
 한편, 회사는 판매 네트워크를 보완했다. 지난해 9월 문을 연 판교 전시장에 이어 4월 초 부산 전시장을 확장했다. 내달부터는 대전·세종 시승센터를 운영해 지방 소비자에게 폭 넓은 시승기회를 제공할 예정이다.
 

 
김성윤 기자 sy.auto@autotimes.co.kr출처-오토타임즈
 
 
 
<본 기사의 저작권은 오토타임즈에 있으며, 무단 전재 및 재배포를 금합니다>
                  "
"1분기, 국산차는 '활짝' 수입차는 '울적'",http://www.bobaedream.co.kr/view?code=nnews&No=163454&bm=1,"
 올해 1분기 국내 승용차 점유율을 분석한 결과 수입차 대비 국산차의 약진이 두드러진 것으로 나타났다. 상대적으로 가격 민감성이 높은 국산차가 개별소비세 효과를 톡톡히 누렸다는 얘기다. 
 

 7일 국내 완성차 및 한국수입차협회 통계에 따르면 올해 1분기 국내에서 판매된 승용차는 모두 35만9,163대로 지난해 같은 기간의 34만대와 비교해 2만대 가량 증가했다. 업체별 점유율은 현대차가 11만6,337대로 32.4%의 점유율을 차지했으며, 기아차는 11만2,877대로 31.4%를 확보했다. 이어 한국지엠이 3만4,729대로 9.7%, 쌍용차가 2만2,622대로 6.3%, 르노삼성은 1만6,599대로 4.6%로 기록됐다. 수입차는 5만5,999대로 15.6%를 나타냈다. 
 

 무엇보다 주목할 점은 점유율의 변동이다. 현대차는 지난해 같은 기간 33.1%가 올해는 32.4%로 줄었고, 기아차는 29.3%에서 31.4%로 반등했다. 기아차의 약진 덕분에 양사의 통합 점유율은 지난해 62.4%에서 올해는 63.8%로 증가했다. 반면 수입차는 지난해 17.3%였던 점유율이 올해 1분기에는 15.6%로 떨어져 다소 주춤하는 형국이다. 
 
 
 이 같은 점유율 변동에 대해 업계는 신차 및 개별소비세 인하와 업무용차 비용 인정 등이 복합적으로 영향을 미친 것으로 보고 있다. 먼저 르노삼성 SM6와 기아차 K7 등이 신차 효과를 누리는 중이며, 개별소비세 인하의 경우 상대적으로 국산 중소형차 판매를 부추겼다. 반면 수입차는 업무용차 과세 기준 강화로 구매력이 떨어졌다는 해석이 설득력을 얻고 있다. 이와 관련, KB투자증권 신정관 애널리스트는 ""지난해 디젤엔진 배출강화에 대비해 등록을 먼저 해둔 물량이 소진되면서 외형적인 판매가 줄어들었다""며 ""업무용차 과세 기준 강화도 상대적으로 수입차 위축에 영향을 미친 요소""라고 설명했다. 
 

 한편, 이 같은 국산차 약진 및 수입차 부진 현상은 개별소비세 인하가 종료되는 6월까지 이어질 것이란 전망이 나오고 있다. 한국자동차미래연구소 박재용 소장은 ""개소세 인하는 미래 수요를 앞당기는 효과라는 점에서 일시적인 현상이고, 7월부터는 다시 수입차의 점유율이 늘어날 것""이라고 설명했다. 
 
 
권용주 기자 soo4195@autotimes.co.kr 출처-오토타임즈
 
 
 
<본 기사의 저작권은 오토타임즈에 있으며, 무단 전재 및 재배포를 금합니다>
                  "
"마쓰다, 2016년형 CX-4 도로주행 모습..4월말 공개",http://www.bobaedream.co.kr/view?code=nnews&No=163453&bm=1,"

마쓰다, CX-4 티저 이미지 
 
 오는 4월 25일 공식적으로 공개될 예정인 2016 마쓰다 CX-4의 테스트 주행 모습이 포착되었다.
 

마쓰다, CX-4 (출처 오토에볼루션) 
 
 사진 속의 CX-4는 얼마 전 티저 이미지를 통해 실루엣만 공개된 것과는 다르게 위장막이 거의 없이 공개되었다. 쿠페형 크로스오버 모델인 CX-4는 B필러부터 리어 엔드까지 콤펙트 크로스오버 CX-5와는 다른 스타일을 지녀 차별성을 추구한 모습이다.
 
 CX-4와 기존 모델간의 가장 큰 차이점은 바로 테일라이트 사이를 잇는 크롬 바 디자인이다. 2017년형 마쓰다 CX-9를 연상시키는 듯한 후방 디자인은 CX-3에서 영감을 받은 모습의 전방 디자인과 함께 마쓰다 라인업을 연결하게 되었다.
 
 CX-4는 마쓰다 3나 CX-5와 같은 2,700mm의 휠베이스로 지녀 이들과 비슷한 구조의 내부 인테리어를 갖게 되었다. 그러나 폭이나 길이는 앞선 두 모델보다 조금 더 넓고 길다.
 
 2016년형 CX-4의 양산은 중국의 FAW와 마쓰다의 협업으로 이루어지게 된다. 엔트리 레벨 엔진으로는 스카이엑티브-G 2.0이 장착돼 155마력에 20.3kg.m 토크 출력을 담당하며, 이보다 좀 더 높은 184마력에 25kg.m 토크 출력을 발휘하는 스카이엑티브-G 2.5 엔진도 선택이 가능하다. 여기에는 6속 자동 변속기가 기본으로 맞물린다.
 
 2016년형 마쓰다 CX-4의 더욱 자세한 소식과 세부재원은 다가오는 베이징 오토쇼에서 드러날 예정이다.
 





 
 
전병호 기자   13012king@dailycar.co.kr 출처-데일리카
 
 
 
<본 기사의 저작권은 데일리카에 있으며, 무단 전재 및 재배포를 금합니다>
                  "
