"화수분 넥센, 상무·경찰청에서 답을 찾다  ",http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17023&p=1&b=newsfeed&m=view&source=101,"넥센 박동원-고종욱-신재영(맨 왼쪽부터). 스포츠동아DB“군대 다녀와서 사람이 변했다”는 말을 한 번쯤은 들어봤을 것이다. 야구선수들도 마찬가지다. 대부분의 선수는 2년간 국방의 의무를 다해야 한다. 일반적으로 구단과 상의해 입대 시기를 조율한다. 선수들은 어차피 입대해야 한다면 복무 중에도 야구를 할 수 있는 상무나 경찰청 입단을 원한다. 상무와 경찰청이 합격자 명단을 발표하는 날은 지원자들의 희비가 교차한다. 2년간 꾸준히 경기에 나가며 실전감각을 유지하는 것과 그렇지 않은 것은 차이가 크기 때문이다. 그런 점에서 상무와 경찰청에서 복무한 넥센 선수들의 활약은 시사하는 바가 크다. 기량이 부쩍 향상된 선수들이 든든한 활력소가 되고 있다. 기존에 크게 두각을 나타내지 못했던 선수들이 성장했다는 점이 돋보인다. 박동원(26), 고종욱(27)이 대표적인 예다. 올해는 우완 사이드암 신재영(27)이 첫 등판부터 강렬한 인상을 남겼다. 박동원은 2011~2012년 상무에서 병역을 해결하고, 2013시즌 복귀했다. 2014년 중반부터 주전 포수로 자리 잡은 그는 이제 리그에서도 손꼽힐 정도로 성장했다. 지난해에는 127경기에서 타율 0.266, 14홈런, 61타점을 기록하며 입지를 굳혔고, 올해도 8일까지 타점 1위(10타점)를 달리고 있다. 상무 복무를 마치고 2014년 복귀한 고종욱은 지난해 119경기에서 타율 0.310, 10홈런, 51타점, 22도루의 성적을 거뒀다. 팀의 테이블세터를 맡기에 부족함이 없었다. 빠른 발에 정확한 타격, 펀치력까지 갖춘 무서운 타자로 업그레이드됐다. 넥센 염경엽 감독은 올 시즌을 통해 고종욱이 확실한 주축으로 성장하길 기대하고 있다. 올해는 신재영이 둘의 바통을 이어받을 준비를 마쳤다. 2년간 경찰청에서 복무하며 선발 수업을 받은 것이 큰 도움이 됐다. 그는 6일 한화를 상대로 데뷔 첫 등판(선발)에 나서 7이닝 3실점(8안타 무사사구 5탈삼진)의 호투로 감격의 승리를 따냈다. 신재영은 “경찰청에서 유승안 감독님께 정말 많이 혼나면서 강해졌다”며 환하게 웃었다. 비단 이들뿐만이 아니다. 손승락(롯데)도 경찰청 제대 후 리그 최정상급 마무리투수로 변신했다. 전준우(롯데), 안치홍(KIA) 등 팀의 주축 선수들도 경찰청에서 복무하며 실전감각을 유지하고 있다. 장원준(두산)도 경찰청에서 2년을 보낸 뒤 프리에이전트(FA) 대박을 터트렸다. 구자욱(삼성)은 상무 제대 후 생애 단 한 번뿐인 신인왕을 거머쥐었다. 선수들은 야구라는 끈을 놓지 않고 군 생활을 할 수 있다는 자체가 행복하다. 최근 경찰청에서 제대한 한 선수는 “야구에만 집중할 수 있는 환경이다. 무엇보다 많은 것을 실험하고 도전할 수 있게 도와주신다”고 밝혔다. 넥센 관계자는 “선수와 구단이 최대한 의견을 교환하며 입대시기를 조율한다. 일방적인 결정은 없다”고 전했다. “경찰청 출신 선수들이 1군에서 잘하는 모습에 보람을 느끼며 산다”는 유승안 경찰청 감독은 선수들의 프로 적응을 돕기 위해 수단과 방법을 가리지 않는다. 전역을 앞두고 다소 느슨해지는 것도 용납하지 않는다. 그는 “선수들이 제대 후 다른 일을 한다면 모르지만, 어차피 야구를 해야 한다. 선수들에게 2년은 긴 시간이 아니다. 기술보다는 정신력을 강조하는 이유”라고 설명했다. 상무 박치왕 감독은 “나는 선수들에게 관계와 원칙을 강조한다”며 “관계가 특히 중요한데, 선수가 코칭스태프, 프런트, 팬과 관계가 좋지 않으면 신경이 쓰이다 보니 경기력에도 영향을 미친다”며 “박동원, 고종욱은 처음 입단했을 때는 다소 미흡했지만 갈수록 발전했다. 잘할 수 있도록 만드는 것이 코칭스태프의 역할인데 아주 잘 따라줬다. 상무에서 제대한 선수들이 1군에서 잘하는 모습을 보면 연봉을 받지 않아도 행복할 정도”라며 흐뭇해했다. 강산 기자 posterboy@donga.com"
염경엽 “경험 적은 불펜투수는 주자 없을 때 기용”  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17022&p=1&b=newsfeed&m=view&source=101,"넥센 염경엽 감독. 스포츠동아DB“경험이 부족한 투수들은 주자가 없는 상황에 내보내려한다.” 넥센 염경엽(48) 감독은 8일 잠실 두산전을 앞두고 “마정길(37)과 이보근(30)을 제외한 다른 투수들은 주자가 없는 상황에 내보내려한다”며 불펜진 운용 계획을 밝혔다. 아직 경험이 부족한 투수들에게 부담을 주지 않겠다는 의도다. 넥센 필승계투조는 손승락(34·롯데)과 조상우(22·부상), 김대우(28·삼성)가 차례로 빠져 빈틈이 많다. 현재는 마정길-이보근-김택형(20)-김세현(29)이 이들을 대신하고 있다. 이 가운데 마정길은 2002년부터 프로 생활을 시작한 베테랑이고, 이보근 역시 올해로 프로 10년차(군복무 2년 제외) 선수다. 반면 김택형은 지난해 입단한 신예투수이고 새 마무리 김세현은 세이브 경험이 전무하다. 아무래도 이 둘에게 어려운 상황을 넘기기엔 부담스럽다. 염 감독은 이러한 방침을 두고 “지난 3년간 계속 이렇게 해왔다”며 “1루 주자가 있는 정도까지는 모르지만 최대한 투수를 편하게 해주려고 한다”고 말했다. 물론 여기에는 투수 본인이 자초한 위기를 풀어나가라는 책임감도 포함돼있다. 염 감독은 “7일 대전 한화전 같은 경우 (이)보근이가 7회 위기를 맞아 (김)택형이를 준비시켜놨지만 본인이 위기를 막아내는 경험이 필요해 바꾸지 않았다”고 밝혔다. 넥센 불펜은 새로운 조합으로 미래를 도모하고 있다. 염 감독은 올 시즌은 젊은 불펜투수이 성장하는 시기로 판단하고, 내년 이후를 바라보고 있다. 과연 넥센이 올 시즌 손승락(34·롯데)과 조상우(22)의 공백을 메우고, 미래의 해답을 찾을 수 있을지 관심을 모은다.고봉준 기자 shutout@donga.com"
두산 김태형 감독 “노경은이 5선발 계속 맡는다”  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17021&p=1&b=newsfeed&m=view&source=101,"두산 김태형 감독-노경은(오른쪽). 스포츠동아DB‘디펜딩 챔피언’ 두산은 올 시즌을 앞두고 고민이 많았다. 타선에선 주축타자 김현수(28·볼티모어)가 자리를 비웠고 마운드에선 5선발과 필승계투진이 마땅치 않았기 때문이다. 이 가운데 5선발 문제는 여전히 물음표를 지우지 못했다. 두산 김태형(49) 감독은 노경은(32)을 5선발로 낙점하고 7일 NC전에 내보냈지만 결과가 신통치 않았다. 1회부터 2점을 주더니 3이닝을 채우지 못하고 2.2이닝 6실점으로 무너졌다. 안타를 9개나 맞은 것이 화근이었다. 선발투수가 일찍 무너지자 노경은과 함께 5선발 후보였던 허준혁(26)과 이현호(24)도 동시에 투입됐다. 지난해 깜짝 활약을 선보인 허준혁은 이날 두 번째 투수로 나왔지만 3.1이닝 2실점을 기록해 만족할만한 성적은 아니었다. 이현호가 2이닝을 무실점으로 막은 것이 그나마 위안거리였다. 경기는 생각대로 풀리지 않았지만 마운드를 지켜본 김태형 감독의 생각엔 변함이 없었다. 9일 잠실 넥센전을 앞두고 만난 김 감독은 “그래도 5선발은 당분간 (노)경은이가 맡을 것”이라고 밝혔다. 오히려 노경은을 위로하는 듯한 모습이었다. 김 감독은 “이제 한 경기 던졌을 뿐”이라며 “1회 위기만 잘 넘겼으면 괜찮았을 것이다. 첫 경기라 그랬는지 많이 긴장해 보이더라. 아직 제구가 잘 안 돼 타자와 싸움이 안 될 뿐이지, 현재 구위는 문제가 없기 때문에 점차 좋아질 것”이라며 믿음을 보였다. 이 같은 김 감독의 믿음과 여유 뒤에는 노경은을 향한 신뢰와 나머지 선발투수들의 활약이 존재한다. 노경은은 2013년 10승을 기록한 뒤 이듬해부터 난조를 보여 팀의 기대에 부응하지 못했다. 2014년엔 3승15패, 지난해에는 1승4패를 기록했다. 그러나 지난해 한국시리즈 4차전에서 두 번째 투수로 나와 5.2이닝 무실점 역투를 펼쳐 부활의 신호탄을 쏘아올렸다. 김 감독도 그의 이러한 능력을 알기에 믿음을 보내고 있는 것이다. 1~4선발 투수들의 활약도 감독의 여유에 한몫하고 있다. 두 외국인투수 더스틴 니퍼트(35)와 마이클 보우덴(30)이 제몫을 다해내고 있고, 토종선발 장원준(31)과 유희관(30)도 버티고 있어 5선발에 대해서는 다소 여유가 있는 상황이다. 특히 크게 기대하지 않았던 보우덴의 데뷔전 선발승이 김 감독의 짐을 조금이나마 덜었다. 이들이 선발 로테이션을 책임져 준다면 앞으로 두산의 5선발 문제에도 해결책이 생길 전망이다.고봉준 기자 shutout@donga.com"
"146㎞ 찍은 원종현, 멀리 보는 김경문 감독  ",http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17020&p=1&b=newsfeed&m=view&source=101,"NC 김경문 감독-원종현(오른쪽). 스포츠동아DB“후반기에 돌아와서 힘이 되면 더 좋지 않겠나.” 올 시즌 NC와 한화의 매치업에서 가장 흥미를 끌 만한 장면은 원종현(29·NC)과 정현석(32·한화)의 맞대결이다. 정현석은 2014년 12월 위암 수술을 받고 지난해 중반 복귀해 잔잔한 감동을 안겨줬다. 암 환자들에게 희망을 선사한 둘의 맞대결은 많은 이들이 기대하는 명장면 중 하나다. 그러나 당장 이뤄지긴 쉽지 않다. 원종현은 복귀 준비 중이고, 정현석은 손목 통증으로 2군에 있기 때문이다. NC 김경문 감독은 8일 마산구장에서 열린 ‘2016 타이어뱅크 KBO리그’ 한화전에 앞서 대장암을 이겨내고 복귀 준비에 한창인 원종현의 얘기를 꺼냈다. 김 감독은 “(원종현의) 마음이 앞서면 안 된다. 무리하지 말라고 했다”며 “일단 전반기를 마치고 후반기에 돌아와 힘이 된다면 더 좋을 것”이라고 밝혔다. 당장이 아닌 미래를 보겠다는 의미다. 원종현은 지난해 1월 스프링캠프 도중 어지럼증을 호소해 귀국길에 올랐고, 정밀검사 결과 대장암 2기 판정을 받았다. 그러나 불굴의 의지로 힘겨운 싸움을 이겨내고, 다시 공을 잡았다. 지난해 10월 18일 두산과의 플레이오프 1차전에서는 시구자로 마운드에 섰다. 팬과 동료들은 돌아온 원종현을 따뜻하게 안아줬다. 이후 원종현은 마무리캠프와 올해 1차 전지훈련(미국 애리조나)까지 참가하며 의지를 불태웠다. 그러나 복귀 의지가 강한 원종현이 혹여 무리하지 않을까 염려했다. 결국 김 감독은 원종현에겐 2차 전훈지 LA 대신 2군 캠프가 치러진 대만행을 지시했다. 1군 캠프 열외였다. 김 감독은 “원종현이 4월 초에 복귀하려고 하더라. 대만으로 가서 천천히 준비하라고 했더니 처음에는 섭섭해 하더라”고 회상하며 웃었다. 당시 김 감독은 원종현에게 “실전 경기에서 던져보고 상태를 점검하라”고 했다. 원종현은 지난달 9일 대만 타이중체육대학에서 SK(2군)를 상대로 첫 실전등판해 22구를 던졌다. NC 구단 관계자에 따르면, 당시 직구 최고구속은 146㎞까지 나왔다. 하지만 오래간만에 던진 탓인지 어깨에 힘이 들어갔고, 제구도 불안했다. 김 감독이 “조급함을 버리고 천천히 하라”고 강조한 이유다. NC 관계자는 “원종현은 고양(2군구장)에서 순조롭게 복귀 준비를 하고 있다. 몸 상태도 문제없다”고 전했다.마산 ｜ 강산 기자 posterboy@donga.com"
"금요일 승률 0.739, ‘불금의 사나이’ 두산 니퍼트  ",http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17019&p=1&b=newsfeed&m=view&source=101,"두산 니퍼트. 스포츠동아DB두산 더스틴 니퍼트(35)가 다시 한번 ‘금요일의 사나이’임을 입증했다. 니퍼트는 8일 넥센을 상대로 홈에서 승리(시즌 2승)를 거두며 KBO리그 데뷔 후 개인통산 60고지를 밟았다. 그런데 유난히 금요일에 강한 면모를 보여 주목된다. 니퍼트는 이날 승리로 2011년 데뷔 후 금요일에만 17승(6패)를 기록했는데, 금요일 승률이 무려 0.739이다. 통산승률 0.652(60승32패)보다 훨씬 높다. 요일별 승수뿐만 아니라 방어율을 비교해 봐도 그가 얼마나 금요일에 강한지 한눈에 파악할 수 있다. 금요일에 방어율 2.79로 가장 빼어났다. 통산 방어율 3.44보다 훨씬 좋다. 이날 경기는 니퍼트의 원맨쇼였다. 1회초 선두타자 서건창을 상대로 잡은 3구 삼진을 시작으로 매 이닝 삼진을 추가하며 숫자를 늘려갔다. 6.1이닝 동안 107개의 공을 던지면서 삼진 11개를 잡아내 자신의 한 경기 최다삼진 타이기록도 세웠다. 최고구속 154km의 직구(63개)에 간간히 슬라이더(21개)와 체인지업(19개)을 섞어 던져 넥센 타선을 제압했다. 공교롭게도 니퍼트가 한국에서 이룬 한 경기 최다삼진 기록은 모두 ‘금요일’에 나왔다. 2013년 5월 10일 잠실 NC전에 이어 지난해 10월 2일 광주 KIA전에서도 같은 기록을 세웠다. 당시 NC전에선 6.2이닝 3실점으로 승리투수가 되지 못했고 KIA를 상대로는 6이닝 1실점으로 호투했지만 승리와 연을 맺지 못했다.  니퍼트는 앞선 두 경기와 달리 이번만큼은 승리구를 챙길 수 있었다. 1-1로 맞선 3회 양의지의 결승 3점홈런과 8회 추가 2점을 묶어 6-4로 팀이 이겨 승리투수에 이름을 올렸다. 니퍼트는 8일 경기 후 “삼진 11개는 모두 포수 양의지와 수비수들의 도움 덕분”이라며 동료들에게 공을 돌렸다. 올 시즌 첫 금요일 등판에서 통산 60승과 개인 한 경기 최다삼진을 동시에 잡은 니퍼트. 과연 그가 앞으로도 ‘금요일의 사나이’로 활짝 웃을 수 있을지 관심이 모인다.잠실 | 고봉준 기자 shutout@donga.com"
"고척돔 보유 한국, 내년 WBC 1R 유치 신청  ",http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17009&p=1&b=newsfeed&m=view&source=101,"고척스카이돔. 스포츠동아DB한국이 과연 제 4회 월드베이스볼클래식(WBC) 대회 유치에 성공할 수 있을까.KBO는 8일 “지난 1월에 WBC 1라운드 유치 신청을 했다”고 밝혔다. 2017년 3월에 열리는 WBC를 유치하겠다는 의사를 대회 주최측에 전달했고, 5월에 결과가 나온다는 설명이다.WBC 1라운드가 개최되는 3월은 날씨가 춥다. 그동안 한국은 이런 제약으로 인해 그동안 WBC 유치 신청을 하지 못했다. 그러나 지난해 9월 한국 최초의 야구 돔구장인 서울 고척스카이돔이 개장하면서 일단 날씨 문제로 인해 대회 유치를 하지 못하는 상황은 피하게 됐다고 판단했다. 그래서 도전장을 냈다.그동안 WBC 아시아라운드는 일본과 대만이 개최해왔다. 2006년과 2009년 제 1·2회 대회는 일본에서 개최했고, 2013년 제3회 대회는 대만이 1라운드, 일본이 2라운드를 개최한 바 있다.내년 3월에 열리는 제4회 WBC 1라운드 유치 경쟁 상대는 대만으로 보인다. 일본은 1라운드와 2라운드 유치를 동시에 신청했는데, 1라운드에서는 한국과 일본이 만나지 않도록 대진표가 짜여질 전망이다.한국은 고척돔을 보유하긴 했지만, 훈련 여건 면에서는 아무래도 날씨가 따뜻한 대만보다는 조건이 좋지 않은 게 사실이다. KBO 측은 “대회 직전 1라운드 참가국이 부산, 대구, 광주 등 비교적 날씨가 따뜻한 곳에서 훈련하는 방안을 준비하고 있다”고 밝혔다. 5월에 어떤 결과가 나올지 주목된다.이재국 기자 keystone@donga.com"
" 삼성, 롯데에 7-3 승리 ‘3연승 질주!’  ",http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17008&p=1&b=newsfeed&m=view&source=101,"삼성, 롯데에 7-3 승리 ‘3연승 질주!’8일 오후 부산 사직야구장에서 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기가 열려 삼성에 롯데에 7대 3으로 승리했다. 경기종료 후 삼성 선수들이 승리의 기쁨을 나누고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com"
" 삼성 3연승, ‘오늘도 승리!’  ",http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17007&p=1&b=newsfeed&m=view&source=101,"삼성 3연승, ‘오늘도 승리!’ 8일 오후 부산 사직야구장에서 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기가 열려 삼성에 롯데에 7대 3으로 승리했다. 경기종료 후 삼성 선수들이 승리의 기쁨을 나누고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com"
 마산구장 조명탑 파편이 빚은 맥주병 소동  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17006&p=1&b=newsfeed&m=view&source=101,"8일 마산구장에서 열린 한화-NC전 7회초 정근우 타석 때 한 팬이 그라운드에 맥주병을 투척해 소동이 일었다. 조명탑의 전구가 깨지면서 파편에 맞은 관중에 홧김에 일을 저질렀다. 사진은 문제의 마산구장 3루측 관중석의 조명탑. 마산｜강산 기자 posterboy@donga.com한화와 NC의 ‘2016 타이어뱅크 KBO리그’ 첫 맞대결이 벌어진 8일 마산구장. NC가 5-1로 앞선 7회초 한화 정근우 타석 때 한바탕 소동이 일었다. 3루측 관중석에서 한 팬이 던진 맥주 페트(PET)병이 정근우 앞에 떨어진 것이다. 잠시 경기가 중단됐고, 경호원과 NC 구단 관계자들이 맥주병을 투척한 팬을 찾기 위해 분주히 움직였다. 한 여성 팬은 이마 부위에 통증을 호소해 경호원의 부축을 받아 경기장 밖으로 나갔다. 상황을 알아보니 3루측 관중석에 설치된 조명탑의 전구가 깨지면서 파편이 사방으로 튀는 바람에 소동이 벌어진 것이다. 환경미화원들도 여기저기 떨어진 파편을 치우느라 부지런히 움직이고 있었다. 취재 결과 맥주병을 그라운드로 던진 팬도 이와 관련이 있었다. 술에 취한 이 팬은 맥주병 투척 후 그 자리에서 잡혔는데, 현장에서 조사 결과 “조명탑의 전구가 깨지면서 파편이 튀었다. 맥주병을 던진 팬은 파편에 맞고 안전요원을 불렀는데, 함성소리에 묻혔다. 그래서 홧김에 일을 저지른 것”이라고 설명했다. 이해는 되지만 자칫하면 무방비 상태로 경기하던 선수가 날아든 맥주병에 맞아 다칠 뻔했기에 그냥 넘길 일은 아니었다. NC 관계자는 “조명탑이 과열되면서 전구가 깨진 것으로 보인다”며 “맥주병을 투척한 팬은 경찰서로 연행됐다”고 설명했다.마산 ｜ 강산 기자 posterboy@donga.com"
 최형우 ‘쐐기 솔로홈런 쳤지 말입니다’  ,http://mlbpark.donga.com/mlbpark/newsfeed.php?id=17005&p=1&b=newsfeed&m=view&source=101,최형우 ‘쐐기 솔로홈런 쳤지 말입니다’8일 오후 부산 사직야구장에서 열린 `2016 프로야구` 롯데 자이언츠 대 삼성 라이온즈 경기 9회초 1사에서 삼성 최형우가 솔로홈런을 쳐 홈을 밟은 후 김평호 1루코치의 환영을 받고 있다.사진제공｜스포츠코리아동아닷컴 온라인뉴스팀 / 기사제보 star@donga.com
